143,Region 9,RB San Mateo Mexicaltzingo - Metepec Centro,TOLLOCAN,
140,Region 9,RB San Miguel Apinahuizco - RB Nevado,TOLLOCAN,
59,Region 5,RB San Pedrito- RB Lomas de Tonala,TLAQUEPAQUE - BANDERAS,
36,Region 6,RB SAN SEBASTIAN - BTS TEPEYAC,LEON,
155,Region 9,RB San Simon El Alto - REP. American Tower,TOLLOCAN,
97,Region 1,RB San Vicente - Telnor San Vicente,ENSENADA,
46,Region 7,RB Sanctorum - RB Volkswagen,PUEBLA - TLAXCALA,
5,Region 5,RB Santa Anita - RB Palomar,FUENTES - VALLARTA,
59,Region 6,RB SANTA MONICA - RB SATELITE,QUERETARO,
92,Region 5,RB Santa Teresita - RB Tepic 2,VALLARTA - NAYARIT,
62,Region 9,RB Santiago Cuautlalpan - BTS Lomas de San Esteban,ECATEPEC,
13,Region 2,RB Sauceda - RB Arizona,HERMOSILLO,
86,Region 4,RB Seis de Enero - RB Rio Bravo,ZONA REYNOSA,
1,Region 4,RB Siembra - RB Lincoln,ZONA ANÁHUAC,
3,Region 2,RB Sierra - RB Ejido,NOGALES,
8,Region 4,RB Sierra - RB Las Puentes,ZONA ANÁHUAC,
38,Region 4,RB Sierra Madre - RB Margain,ZONA SAN PEDRO,
1,Region 7,RB Tecnologico - RB Opata,NOGALES,
27,Region 9,RB Tehuixtla - RB La Palapa,CIVAC,
58,Region 5,RB Tepatitlan - BTS Cerro del Carnicero,TLAQUEPAQUE - BANDERAS,
55,Region 9,RB Tepetlaoxtoc - BTS Chiconcuac,ECATEPEC,
88,Region 5,RB Tepic 2 - CLD Tepic,VALLARTA - NAYARIT,
89,Region 5,RB Tepic 4- Santa Teresita,VALLARTA - NAYARIT,
93,Region 5,RB Tepic Aviacion- CLD Tepic,VALLARTA - NAYARIT,
90,Region 5,RB Tepic- RB Tepic Aviacion,VALLARTA - NAYARIT,
94,Region 5,RB Tepic- RB Tierra y Libertad,VALLARTA - NAYARIT,
134,Region 9,RB Terrazas del Bosque - RB Lomas de Vista Hermosa,TK II,
54,Region 9,RB Texcoco - RB Joyas de Santa Ana,ECATEPEC,
53,Region 9,RB Texcoco II - RB Pueblo San Diego,ECATEPEC,
21,Region 9,RB Tezontepec - RB Las Delicias,CIVAC,
95,Region 5,RB Tierra y Libertad - CLD Tepic,VALLARTA - NAYARIT,
30,Region 7,RB Tlacomulco - RB Tlaxcala,PUEBLA - TLAXCALA,
47,Region 9,RB Tlalpizahuac - RB Santiago,XOCHIMILCO,
15,Region 1,RB Tomas Aquino - RB Rancho Alegre,LOMAS,
37,Region 3,RB Trabajo - RB Cueva,CHIHUAHUA,
77,Region 4,RB Treviño - BTS San Juan,ZONA REYNOSA,
44,Region 6,RB TRINIDAD - RB NUEVO MEXICO,LEON,
9,Region 9,RB U. Hab. Teopanzolco - Cuernavaca Centro,CIVAC,
28,Region 1,RB Unidad Deportiva - RB La Mesa,R1- OTAY - T,
42,Region 5,RB Union - RB Morelia II,MORELIA,
49,Region 9,RB Union de Guadalupe Chalco - RB San Isidro Chalco,XOCHIMILCO,
25,Region 5,RB Uruapan Centro - MSC Uruapan,URUAPAN,
28,Region 5,RB Uruapan II - MSC Uruapan,URUAPAN,
50,Region 4,RB Valle Alto - RB Brisas,ZONA SAN PEDRO,
58,Region 9,RB Valle de Santiago - RB Ciudad Azteca,ECATEPEC,
46,Region 1,RB Valle Verde - RB Pipila,R1- OTAY - T,
18,Region 7,RB Veramiel - RB Virginia,VERACRUZ,
3,Region 4,RB Villa Alegre - RB Loma Linda,ZONA ANÁHUAC,
15,Region 5,RB Villa de Alvarez - RB Lomas de las Flores,COLIMA,
36,Region 4,RB Villa de Sta. Engracia - RB Valle,ZONA SAN PEDRO,
4,Region 4,RB Villa Luz - RB Metroplex,ZONA ANÁHUAC,
108,Region 5,RB Villas de Guadalupe - RB Mesa de los Ocotes,PROVIDENCIA,
62,Region 5,RB Villas del Nilo - RB Loma Dorada,TLAQUEPAQUE - BANDERAS,
16,Region 7,RB Viveros - RB Chapultepec,VERACRUZ,
114,Region 9,RB Viveros de la Loma - RB Gustavo Baz,NEXTENGO,
130,Region 9,RB Volcanes - RB Los Fresnos,TK II,
30,Region 9,RB Yecapixtla - RB Año de Juarez,CIVAC,
53,Region 5,RB Zamora 2 - RB Los Espinos,MORELIA,
54,Region 5,RB Zamora 3 - RB Los Espinos,MORELIA,
23,Region 5,RB Zapata - RB Niño Artillero,URUAPAN,
30,Region 5,RB Zapata - RB Uruapan II,URUAPAN,
29,Region 5,RB Zumpimito - RB Uruapan,URUAPAN,
3,Region 5,RB/BTS Paseos de Briseño - RB/BTS El Sol,FUENTES - VALLARTA,
48,Region 3,RBS/BTS Pentagono - RBS/BTS Treviño,TORREON,
157,Region 9,REP. American Tower - RB Malinalco,TOLLOCAN,
156,Region 9,REP. El Maizal - RB Malinalco,TOLLOCAN,
60,Region 3,Rep. Telmex Chocolate - RB Sapoiz,DURANGO,
48,Region 7,Santa Anita - Santa Rosa,PUEBLA - TLAXCALA,
7,Region 6,SIDNEY-MORELEANA,ENLACE,
39,Region 7,Tenancingo - Covadonga,PUEBLA - TLAXCALA,
55,Region 7,Tonanzintla - San Andres,PUEBLA - TLAXCALA,
78,Region 6,VILLA DE REYES - CTL VILLA DE REYES,SAN LUIS POTOSI,
36,Region 7,Xicohtzinco - Zacatelco,PUEBLA - TLAXCALA,
